date,etf_ticker,market,benchmark_ticker,name,group,ranking_group,ETF_return_20D,ETF_return_60D,ETF_return_120D,benchmark_return_20D,benchmark_return_60D,benchmark_return_120D,ETF_RS_20D,ETF_RS_60D,ETF_RS_120D,RS_slope_20D,price_obs,first_price_date,sub_asset,asset_class,persistent_rs,is_mean_reversion_group,is_cyclical_group,benchmark_strong,benchmark_strong_excluded,current_v31_score,screen_rank
2026-05-29,452360.KS,US,QQQ,SOL 미국배당다우존스(H),US dividend/defensive,US dividend/defensive,0.03918006319252543,0.0407450638440876,0.18721901908875194,0.1056848599099911,0.21403986042698286,0.18567535285112657,-0.06650479671746568,-0.17329479658289526,0.001543666237625363,-0.0019674893899918155,824,2023-03-21,overseas_equity_sector,risk,0.2095498644533179,False,False,True,False,0.2095498644533179,58
2026-05-29,453660.KS,US,QQQ,KODEX 미국S&P500경기소비재,US cyclical/sector,US cyclical/sector,0.06305578011317703,0.08279537727686481,0.04330309064284443,0.1056848599099911,0.21403986042698286,0.18567535285112657,-0.04262907979681407,-0.13124448315011805,-0.14237226220828214,-0.0014135648127614584,824,2023-03-21,overseas_equity_sector,risk,0.19996155513292796,False,False,True,False,0.19996155513292796,59
2026-05-29,379790.KS,US,QQQ,RISE 유로스탁스50(H),Global/Developed equity,Global/Developed equity,0.06939558682443225,0.06327503974562787,0.07378401796998757,0.1056848599099911,0.21403986042698286,0.18567535285112657,-0.03628927308555885,-0.150764820681355,-0.111891334881139,-0.0017933179625691435,1331,2021-04-09,overseas_equity_index,risk,0.19200215184557365,False,False,True,False,0.19200215184557365,60
2026-05-29,291130.KS,US,QQQ,ACE 멕시코MSCI(합성),India/EM,India/EM,0.049154746423927254,0.03356392518575446,0.15201689186890288,0.1056848599099911,0.21403986042698286,0.18567535285112657,-0.05653011348606385,-0.1804759352412284,-0.03365846098222369,-0.001813724767167618,2130,2018-03-09,overseas_equity_index,risk,0.18481433993190433,False,False,True,False,0.18481433993190433,61
2026-05-29,105010.KS,US,QQQ,TIGER 라틴35,India/EM,India/EM,-0.01406469760900142,0.04383889529532037,0.24277643038516206,0.1056848599099911,0.21403986042698286,0.18567535285112657,-0.11974955751899252,-0.1702009651316625,0.05710107753403548,-0.00468429117365825,4250,2010-01-04,overseas_equity_index,risk,0.16919256050392992,False,False,True,True,0.16919256050392992,62
2026-05-29,218420.KS,US,QQQ,KODEX 미국S&P500에너지(합성),US cyclical/sector,US cyclical/sector,-0.03775435155675411,0.021337496747332763,0.259627727856226,0.1056848599099911,0.21403986042698286,0.18567535285112657,-0.1434392114667452,-0.1927023636796501,0.07395237500509944,-0.0018803601071610814,2870,2015-04-30,overseas_equity_sector,risk,0.16725903468916586,False,False,True,False,0.16725903468916586,63
2026-05-29,411860.KS,US,QQQ,KIWOOM 독일DAX,Global/Developed equity,Global/Developed equity,0.06935577481137556,0.04449512009435175,0.05729186863919633,0.1056848599099911,0.21403986042698286,0.18567535285112657,-0.03632908509861554,-0.16954474033263112,-0.12838348421193024,-0.0010009287585576242,1148,2021-12-22,overseas_equity_index,risk,0.16362601171429306,False,False,True,False,0.16362601171429306,64
2026-05-29,302450.KS,KR,069500.KS,RISE 코스피,Korea broad equity,Korea broad equity,0.282414197711939,0.5182569445249923,1.0564507460267674,0.34943196036234414,0.6203751827653721,1.2967996867380913,-0.06701776265040515,-0.1021182382403798,-0.24034894071132396,-0.002287723147375319,2033,2018-07-24,domestic_equity_index,risk,0.14191692813342013,False,False,True,False,0.14191692813342013,65
2026-05-29,328370.KS,KR,069500.KS,PLUS 코스피TR,Korea broad equity,Korea broad equity,0.2751109318273497,0.5182516810758886,1.058389407423486,0.34943196036234414,0.6203751827653721,1.2967996867380913,-0.07432102853499445,-0.10212350168948348,-0.23841027931460523,-0.002415700405563392,1795,2019-06-25,domestic_equity_index,risk,0.13525624006215917,False,False,True,False,0.13525624006215917,66
2026-05-29,277630.KS,KR,069500.KS,TIGER 코스피,Korea broad equity,Korea broad equity,0.28140228380245835,0.5122200183349059,1.0562284618862123,0.34943196036234414,0.6203751827653721,1.2967996867380913,-0.06802967655988579,-0.10815516443046613,-0.24057122485187898,-0.002317870591605176,2263,2017-08-31,domestic_equity_index,risk,0.1314361641398124,False,False,True,False,0.1314361641398124,67
2026-05-29,226490.KS,KR,069500.KS,KODEX 코스피,Korea broad equity,Korea broad equity,0.2813006931131101,0.5102472127297557,1.0535463359311152,0.34943196036234414,0.6203751827653721,1.2967996867380913,-0.06813126724923402,-0.11012797003561636,-0.24325335080697608,-0.002256398878629391,2789,2015-08-24,domestic_equity_index,risk,0.12739789991688988,False,False,True,False,0.12739789991688988,68
2026-05-29,147970.KS,KR,069500.KS,TIGER 모멘텀,Korea growth,Korea growth,0.17801076474545852,0.5962873460623626,1.0462694117871738,0.34943196036234414,0.6203751827653721,1.2967996867380913,-0.17142119561688562,-0.024087836703009513,-0.2505302749509175,-0.006512999359938881,3779,2011-10-26,domestic_equity_index,risk,0.10293615374436854,False,False,True,False,0.10293615374436854,69
