pdf_color_group,sub_asset,screen_rank,etf_ticker,name,current_v31_score,ETF_RS_20D,ETF_RS_60D,MA60_breadth,HP90_share
해외주식_섹터,overseas_equity_sector,22,487230.KS,KODEX 미국AI전력핵심인프라,1.0497279894679583,-0.0568697900294967,0.0734494834863701,1.0,0.2149869091172837
해외주식_지수,overseas_equity_index,23,280930.KS,KODEX 미국러셀2000(H),0.9074588786092002,-0.0333608483381493,-0.1053658823611802,1.0,1.0
국내주식_섹터,domestic_equity_sector,24,102780.KS,KODEX 삼성그룹,0.8973830686199358,0.0932993171706955,0.1785419695256027,0.529694538021878,0.310874749233506
해외주식_섹터,overseas_equity_sector,25,185680.KS,KODEX 미국S&P바이오(합성),0.8709328369292297,-0.0352484739235128,-0.1112029809943586,1.0,1.0
해외주식_지수,overseas_equity_index,26,219480.KS,KODEX 미국S&P500선물(H),0.8606201523733881,-0.0419689066025981,-0.1132009342524862,1.0,1.0
해외주식_지수,overseas_equity_index,27,143850.KS,TIGER 미국S&P500선물(H),0.8494602085910775,-0.0437281881837594,-0.1161013484075805,1.0,1.0
해외주식_지수,overseas_equity_index,28,379780.KS,RISE 미국S&P500,0.84327916333896,-0.0218223681210705,-0.0739457594782719,0.7248269327252492,0.4415863696349386
해외주식_섹터,overseas_equity_sector,29,457480.KS,ACE 테슬라밸류체인액티브,0.8414785454790534,-0.0041086777733887,-0.0269674376857702,0.9991569372159174,0.1351694776078038
해외주식_섹터,overseas_equity_sector,30,381170.KS,TIGER 미국테크TOP10 INDXX,0.8367978487632622,-0.0264297044775503,-0.0123606280760575,0.9553733663167276,0.2133500853434471
해외주식_지수,overseas_equity_index,31,360750.KS,TIGER 미국S&P500,0.8349627748067534,-0.0238805785644253,-0.0764030477760495,0.7251415055031618,0.4417781446261268
해외주식_지수,overseas_equity_index,32,379800.KS,KODEX 미국S&P500,0.7721424224127518,-0.024830230668265,-0.0761176125894882,0.7179516769652068,0.3882691133236239
해외주식_지수,overseas_equity_index,33,360200.KS,ACE 미국S&P500,0.7710093973951283,-0.0232184328246876,-0.075863620421551,0.7100150784861907,0.383674685354742
해외주식_지수,overseas_equity_index,35,448290.KS,TIGER 미국S&P500TR(H),0.7155681970996154,-0.0401259475232842,-0.1109352161725862,0.7248269327252492,0.4415863696349386
해외주식_지수,overseas_equity_index,36,251350.KS,KODEX 선진국MSCI World,0.6943887970478275,-0.0301332950049115,-0.0898634478535691,0.671692474929629,0.4641192140724885
해외주식_지수,overseas_equity_index,37,488500.KS,TIGER 미국S&P500동일가중,0.6665012557355157,-0.0483012323016442,-0.1559996346335193,0.7248269327252492,0.4415863696349386
해외주식_지수,overseas_equity_index,38,499150.KS,SOL 미국S&P500엔화노출(H),0.6578432404661689,-0.0254169352870994,-0.103017155347092,0.7343525867401435,0.3721650996141984
해외주식_지수,overseas_equity_index,39,449180.KS,KODEX 미국S&P500(H),0.6517574592068873,-0.0408352358498407,-0.1104538756280761,0.7180325979863738,0.3882691133236243
해외주식_지수,overseas_equity_index,40,101280.KS,KODEX 일본TOPIX100,0.6382495752420199,-0.0112538671739135,-0.1125994062220421,0.6763499706063113,0.478858230507899
해외주식_지수,overseas_equity_index,42,245340.KS,TIGER 미국다우존스30,0.5401874396087074,-0.0457877326987443,-0.1418970165203614,0.8337628848493948,0.2925979505174245
해외주식_섹터,overseas_equity_sector,43,458730.KS,TIGER 미국배당다우존스,0.4978871357107397,-0.0518320024569121,-0.1436396650866962,0.5021702394030212,0.4949475544087158
해외주식_지수,overseas_equity_index,44,379790.KS,RISE 유로스탁스50(H),0.4962127690378851,-0.0362892730855588,-0.150764820681355,0.7,0.6
해외주식_섹터,overseas_equity_sector,45,402970.KS,ACE 미국배당다우존스,0.492488925627676,-0.04918345972914,-0.1410271761099979,0.4912607350523719,0.4795068528534485
해외주식_섹터,overseas_equity_sector,47,493420.KS,SOL 미국배당다우존스TR,0.4748415452982645,-0.0512349382965147,-0.1429375257554381,0.4523918462261973,0.5042137167308851
해외주식_섹터,overseas_equity_sector,48,446720.KS,SOL 미국배당다우존스,0.474730004660734,-0.0504228143779506,-0.1435497128318332,0.4523918462261973,0.5042137167308851
