label,periods,cumulative_return,cumulative_excess_return,CAGR,MDD,Sharpe,avg_monthly_return,avg_monthly_excess,hit_excess,avg_risk_weight
v31_light_overlay_benchmark_exclude,124,8.125865212421822,0.2593590456683541,0.23859621001538933,-0.16770411425565668,1.3153412094593682,0.01920379604047054,0.002126812628665588,0.532258064516129,1.0
